Variable name,Definition
ravlt_trial_a2_response_10,
ravlt_trial_a3_response_10,
ravlt_trial_a4_response_10,
ravlt_trial_a5_response_10,
ravlt_trial_a1_intrusion_10,
ravlt_trial_a2_intrusion_10,
ravlt_trial_a3_intrusion_10,
ravlt_trial_a4_intrusion_10,
ravlt_trial_a5_intrusion_10,
ravlt_trial_a1_response_11,
ravlt_trial_a2_response_11,
ravlt_trial_a3_response_11,
ravlt_trial_a4_response_11,
ravlt_trial_a5_response_11,
ravlt_trial_a1_intrusion_11,
ravlt_trial_a2_intrusion_11,
ravlt_trial_a3_intrusion_11,
ravlt_trial_a4_intrusion_11,
ravlt_trial_a5_intrusion_11,
ravlt_trial_a1_response_12,
ravlt_trial_a2_response_12,
ravlt_trial_a3_response_12,
ravlt_trial_a4_response_12,
ravlt_trial_a5_response_12,
ravlt_trial_a1_intrusion_12,
ravlt_trial_a2_intrusion_12,
ravlt_trial_a3_intrusion_12,
ravlt_trial_a4_intrusion_12,
ravlt_trial_a5_intrusion_12,
ravlt_trial_a1_response_13,
ravlt_trial_a2_response_13,
ravlt_trial_a3_response_13,
ravlt_trial_a4_response_13,
ravlt_trial_a5_response_13,
ravlt_trial_a1_intrusion_13,
ravlt_trial_a2_intrusion_13,
ravlt_trial_a3_intrusion_13,
ravlt_trial_a4_intrusion_13,
ravlt_trial_a5_intrusion_13,
ravlt_trial_a1_response_14,
ravlt_trial_a2_response_14,
ravlt_trial_a3_response_14,
ravlt_trial_a4_response_14,
ravlt_trial_a5_response_14,
ravlt_trial_a1_intrusion_14,
ravlt_trial_a2_intrusion_14,
ravlt_trial_a3_intrusion_14,
ravlt_trial_a4_intrusion_14,
ravlt_trial_a5_intrusion_14,
ravlt_trial_a1_response_15,
ravlt_trial_a2_response_15,
ravlt_trial_a3_response_15,
ravlt_trial_a4_response_15,
ravlt_trial_a5_response_15,
ravlt_trial_a1_intrusion_15,
ravlt_trial_a2_intrusion_15,
ravlt_trial_a3_intrusion_15,
ravlt_trial_a4_intrusion_15,
ravlt_trial_a5_intrusion_15,
ravlt_trial_b1_additional_responses,If there are additional responses in trial B
ravlt_trial_a6_additional_responses,If there are additional responses in trial a6
ravlt_trial_a7_additional_responses,If there are additional responses in trial a7
ravlt_trial_a6_to_a7_minutes,Time interval between the end of the immediate recall and the beginning of the delayed recall
ravlt_trial_a6_to_a7_interval_status,Redundant
ravlt_trial_b1_response_1,First correct word produced after being presented with the list B 
ravlt_trial_a6_response_1,First correct word produced after being asked to recall list A (immediate recall)
ravlt_trial_a7_response_1,First correct word produced after being asked to recall list A (delayed recall)
ravlt_trial_b1_intrusion_1,First incorrect word produced after being presented with the list B 
ravlt_trial_a6_intrusion_1,First incorrect word produced after being asked to recall list A (immediate recall)
ravlt_trial_a7_intrusion_1,First incorrect word produced after being asked to recall list A (delayed recall)
ravlt_trial_b1_response_2,etc
ravlt_trial_a6_response_2,
ravlt_trial_a7_response_2,
ravlt_trial_b1_intrusion_2,
ravlt_trial_a6_intrusion_2,
ravlt_trial_a7_intrusion_2,
ravlt_trial_b1_response_3,
ravlt_trial_a6_response_3,
ravlt_trial_a7_response_3,
ravlt_trial_b1_intrusion_3,
ravlt_trial_a6_intrusion_3,
ravlt_trial_a7_intrusion_3,
ravlt_trial_b1_response_4,
ravlt_trial_a6_response_4,
ravlt_trial_a7_response_4,
ravlt_trial_b1_intrusion_4,
ravlt_trial_a6_intrusion_4,
ravlt_trial_a7_intrusion_4,
ravlt_trial_b1_response_5,
ravlt_trial_a6_response_5,
ravlt_trial_a7_response_5,
ravlt_trial_b1_intrusion_5,
ravlt_trial_a6_intrusion_5,
ravlt_trial_a7_intrusion_5,
ravlt_trial_b1_response_6,
ravlt_trial_a6_response_6,
ravlt_trial_a7_response_6,
ravlt_trial_b1_intrusion_6,
ravlt_trial_a6_intrusion_6,
ravlt_trial_a7_intrusion_6,
ravlt_trial_b1_response_7,
ravlt_trial_a6_response_7,
ravlt_trial_a7_response_7,
ravlt_trial_b1_intrusion_7,
ravlt_trial_a6_intrusion_7,
ravlt_trial_a7_intrusion_7,
ravlt_trial_b1_response_8,
ravlt_trial_a6_response_8,
ravlt_trial_a7_response_8,
ravlt_trial_b1_intrusion_8,
ravlt_trial_a6_intrusion_8,
ravlt_trial_a7_intrusion_8,
ravlt_trial_b1_response_9,
ravlt_trial_a6_response_9,
ravlt_trial_a7_response_9,
ravlt_trial_b1_intrusion_9,
ravlt_trial_a6_intrusion_9,
ravlt_trial_a7_intrusion_9,
ravlt_trial_b1_response_10,
ravlt_trial_a6_response_10,
ravlt_trial_a7_response_10,
ravlt_trial_b1_intrusion_10,
ravlt_trial_a6_intrusion_10,
ravlt_trial_a7_intrusion_10,
ravlt_trial_b1_response_11,
ravlt_trial_a6_response_11,
ravlt_trial_a7_response_11,
ravlt_trial_b1_intrusion_11,
ravlt_trial_a6_intrusion_11,
ravlt_trial_a7_intrusion_11,
ravlt_trial_b1_response_12,
ravlt_trial_a6_response_12,
ravlt_trial_a7_response_12,
ravlt_trial_b1_intrusion_12,
ravlt_trial_a6_intrusion_12,
ravlt_trial_a7_intrusion_12,
ravlt_trial_b1_response_13,
ravlt_trial_a6_response_13,
ravlt_trial_a7_response_13,
ravlt_trial_b1_intrusion_13,
ravlt_trial_a6_intrusion_13,
ravlt_trial_a7_intrusion_13,
ravlt_trial_b1_response_14,
ravlt_trial_a6_response_14,
ravlt_trial_a7_response_14,
ravlt_trial_b1_intrusion_14,
ravlt_trial_a6_intrusion_14,
ravlt_trial_a7_intrusion_14,
ravlt_trial_b1_response_15,
ravlt_trial_a6_response_15,
ravlt_trial_a7_response_15,
ravlt_trial_b1_intrusion_15,
ravlt_trial_a6_intrusion_15,
ravlt_trial_a7_intrusion_15,
ravlt_recognition_row_1_col_1_response,Was the stimulus recognized or not? Correct: Yes (ceinture)
ravlt_recognition_row_1_col_2_response,Correct: no
ravlt_recognition_row_1_col_3_response,Correct: no
ravlt_recognition_row_1_col_4_response,Correct: no
ravlt_recognition_row_1_col_5_response,Correct: no
ravlt_recognition_row_2_col_1_response,Correct: no
ravlt_recognition_row_2_col_2_response,Correct: no
ravlt_recognition_row_2_col_3_response,Correct: yes (rideau)
ravlt_recognition_row_2_col_4_response,Correct: no
ravlt_recognition_row_2_col_5_response,Correct: no
ravlt_recognition_row_3_col_1_response,Correct: yes (casquette)
ravlt_recognition_row_3_col_2_response,Correct: yes (soleil)
ravlt_recognition_row_3_col_3_response,Correct: no
ravlt_recognition_row_3_col_4_response,Correct: yes (parent)
ravlt_recognition_row_3_col_5_response,Correct: no
ravlt_recognition_row_4_col_1_response,Correct: no
ravlt_recognition_row_4_col_2_response,Correct: no
ravlt_recognition_row_4_col_3_response,Correct: yes (couleur)
ravlt_recognition_row_4_col_4_response,Correct: no
ravlt_recognition_row_4_col_5_response,Correct: no
ravlt_recognition_row_5_col_1_response,Correct: no
ravlt_recognition_row_5_col_2_response,Correct: no
ravlt_recognition_row_5_col_3_response,Correct: no
ravlt_recognition_row_5_col_4_response,Correct: yes (paysan)
ravlt_recognition_row_5_col_5_response,Correct: no
ravlt_recognition_row_6_col_1_response,Correct: yes (moustache)
ravlt_recognition_row_6_col_2_response,Correct: no
ravlt_recognition_row_6_col_3_response,Correct: no
ravlt_recognition_row_6_col_4_response,Correct: no
ravlt_recognition_row_6_col_5_response,Correct: no
ravlt_recognition_row_7_col_1_response,Correct: no
ravlt_recognition_row_7_col_2_response,Correct: no
ravlt_recognition_row_7_col_3_response,Correct: no
ravlt_recognition_row_7_col_4_response,Correct: no
ravlt_recognition_row_7_col_5_response,Correct: no
ravlt_recognition_row_8_col_1_response,Correct: yes (École)
ravlt_recognition_row_8_col_2_response,Correct: yes (Café)
ravlt_recognition_row_8_col_3_response,Correct: no
ravlt_recognition_row_8_col_4_response,Correct: yes (Maison)
ravlt_recognition_row_8_col_5_response,Correct: yes (Tambour)
ravlt_recognition_row_9_col_1_response,Correct: no
ravlt_recognition_row_9_col_2_response,Correct: no
ravlt_recognition_row_9_col_3_response,Correct: yes (Dindon)
ravlt_recognition_row_9_col_4_response,Correct: no
ravlt_recognition_row_9_col_5_response,Correct: no
ravlt_recognition_row_10_col_1_response,Correct: no
ravlt_recognition_row_10_col_2_response,Correct: yes (Rivière)
ravlt_recognition_row_10_col_3_response,Correct: no
ravlt_recognition_row_10_col_4_response,Correct: yes (Jardin)
ravlt_recognition_row_10_col_5_response,Correct: no
ravlt_trial_a1_additional_responses,"If the fields above were insufficient, add the extra responses below"
ravlt_trial_a2_additional_responses,etc
ravlt_trial_a3_additional_responses,
ravlt_trial_a4_additional_responses,
ravlt_trial_a5_additional_responses,
ravlt_trial_a1_response_16,
ravlt_trial_a2_response_16,
ravlt_trial_a3_response_16,
ravlt_trial_a4_response_16,
ravlt_trial_a5_response_16,
ravlt_trial_a1_intrusion_16,
ravlt_trial_a2_intrusion_16,
ravlt_trial_a3_intrusion_16,
ravlt_trial_a4_intrusion_16,
ravlt_trial_a5_intrusion_16,
ravlt_trial_a1_response_17,
ravlt_trial_a2_response_17,
ravlt_trial_a3_response_17,
ravlt_trial_a4_response_17,
ravlt_trial_a5_response_17,
ravlt_trial_a1_intrusion_17,
ravlt_trial_a2_intrusion_17,
ravlt_trial_a3_intrusion_17,
ravlt_trial_a4_intrusion_17,
ravlt_trial_a5_intrusion_17,
ravlt_trial_a1_response_18,
ravlt_trial_a2_response_18,
ravlt_trial_a3_response_18,
ravlt_trial_a4_response_18,
ravlt_trial_a5_response_18,
ravlt_trial_a1_intrusion_18,
ravlt_trial_a2_intrusion_18,
ravlt_trial_a3_intrusion_18,
ravlt_trial_a4_intrusion_18,
ravlt_trial_a5_intrusion_18,
ravlt_trial_a1_response_19,
ravlt_trial_a2_response_19,
ravlt_trial_a3_response_19,
ravlt_trial_a4_response_19,
ravlt_trial_a5_response_19,
ravlt_trial_a1_intrusion_19,
ravlt_trial_a2_intrusion_19,
ravlt_trial_a3_intrusion_19,
ravlt_trial_a4_intrusion_19,
ravlt_trial_a5_intrusion_19,
ravlt_trial_a1_response_20,
ravlt_trial_a2_response_20,
ravlt_trial_a3_response_20,
ravlt_trial_a4_response_20,
ravlt_trial_a5_response_20,
ravlt_trial_a1_intrusion_20,
ravlt_trial_a2_intrusion_20,
ravlt_trial_a3_intrusion_20,
ravlt_trial_a4_intrusion_20,
ravlt_trial_a5_intrusion_20,
ravlt_trial_a1_response_21,
ravlt_trial_a2_response_21,
ravlt_trial_a3_response_21,
ravlt_trial_a4_response_21,
ravlt_trial_a5_response_21,
ravlt_trial_a1_intrusion_21,
ravlt_trial_a2_intrusion_21,
ravlt_trial_a3_intrusion_21,
ravlt_trial_a4_intrusion_21,
ravlt_trial_a5_intrusion_21,
ravlt_trial_b1_response_16,
ravlt_trial_a6_response_16,
ravlt_trial_a7_response_16,
ravlt_trial_b1_intrusion_16,
ravlt_trial_a6_intrusion_16,
ravlt_trial_a7_intrusion_16,
ravlt_trial_b1_response_17,
ravlt_trial_a6_response_17,
ravlt_trial_a7_response_17,
ravlt_trial_b1_intrusion_17,
ravlt_trial_a6_intrusion_17,
ravlt_trial_a7_intrusion_17,
ravlt_trial_b1_response_18,
ravlt_trial_a6_response_18,
ravlt_trial_a7_response_18,
ravlt_trial_b1_intrusion_18,
ravlt_trial_a6_intrusion_18,
ravlt_trial_a7_intrusion_18,
ravlt_trial_b1_response_19,
ravlt_trial_a6_response_19,
ravlt_trial_a7_response_19,
ravlt_trial_b1_intrusion_19,
ravlt_trial_a6_intrusion_19,
ravlt_trial_a7_intrusion_19,
ravlt_trial_b1_response_20,
ravlt_trial_a6_response_20,
ravlt_trial_a7_response_20,
ravlt_trial_b1_intrusion_20,
ravlt_trial_a6_intrusion_20,
ravlt_trial_a7_intrusion_20,
ravlt_trial_b1_response_21,
ravlt_trial_a6_response_21,
ravlt_trial_a7_response_21,
ravlt_trial_b1_intrusion_21,
ravlt_trial_a6_intrusion_21,
ravlt_trial_a7_intrusion_21,
ravlt_trial_b1_response_22,
ravlt_trial_a6_response_22,
ravlt_trial_a7_response_22,
ravlt_trial_b1_intrusion_22,
ravlt_trial_a6_intrusion_22,
ravlt_trial_a7_intrusion_22,
ravlt_trial_b1_response_23,
ravlt_trial_a6_response_23,
ravlt_trial_a7_response_23,
ravlt_trial_b1_intrusion_23,
ravlt_trial_a6_intrusion_23,
ravlt_trial_a7_intrusion_23,
reitan_visit_type,"As quickly as possible, the participant has to link characters following a specified order in 2 different trials: A consists in linking numbers in order. B consists in linking alternatively between letters and numbers in order (1-a-2-b-3-c-4-d etc.) A is to measure motor processing while B is for task switching. We usually subtract the time for B with the time for A."
reitan_date,
reitan_instrument,
reitan_candidate_age,
reitan_trail_a_time,Time for trial A
reitan_trail_a_error,Number of errors in trial A
reitan_trail_b_time,Time for trial B (SUBTRACT WITH A)
reitan_trail_b_error,Number of errors in trial B 
ds_visit_type,"The participant is given a sequence of digits, which they have to repeat in a specified order. The initial sequence length is 2 digits long, increasing incrementally every two trials. The test continues until the participant fails two trials of the same length. "
ds_date,
ds_instrument,
candidate_age,
ds_score_raw,Number of sequences (either forward or backward) recalled successfully out of a max of 30
ds_score_scaled,"Score adjusted for demographics (mean = 10, SD = 3)"
ds_score_raw_fwd,Number of forward sequences recalled successfully (max of 16)
ds_score_scaled_fwd,"Score adjusted for demographics (mean = 10, SD = 3)"
ds_score_raw_bkwd,Number of backward sequences recalled successfully (max of 16)
ds_score_scaled_bkwd,"Score adjusted for demographics (mean = 10, SD = 3)"
ds_fwd_trial_1_1,"First forward sequence, length of 2"
ds_fwd_trial_1_2,"Second forward sequence, length of 2"
ds_fwd_item_1,Total of the 2 forward sequences 2 digits long
ds_fwd_trial_2_1,"First forward sequence, length of 3"
ds_fwd_trial_2_2,"Second forward sequence, length of 3"
ds_fwd_item_2,Total of the 2 forward sequences 3 digits long
ds_fwd_trial_3_1,"First forward sequence, length of 4"
ds_fwd_trial_3_2,"Second forward sequence, length of 4"
ds_fwd_item_3,Total of the 2 forward sequences 4 digits long
ds_fwd_trial_4_1,"First forward sequence, length of 5"
ds_fwd_trial_4_2,"Second forward sequence, length of 5"
ds_fwd_item_4,Total of the 2 forward sequences 5 digits long
ds_fwd_trial_5_1,"First forward sequence, length of 6"
ds_fwd_trial_5_2,"Second forward sequence, length of 6"
ds_fwd_item_5,Total of the 2 forward sequences 6 digits long
ds_fwd_trial_6_1,"First forward sequence, length of 7"
ds_fwd_trial_6_2,"Second forward sequence, length of 7"
ds_fwd_item_6,Total of the 2 forward sequences 7 digits long
ds_fwd_trial_7_1,"First forward sequence, length of 8"
ds_fwd_trial_7_2,"Second forward sequence, length of 8"
ds_fwd_item_7,Total of the 2 forward sequences 8 digits long
ds_fwd_trial_8_1,"First forward sequence, length of 9"
ds_fwd_trial_8_2,"Second forward sequence, length of 9"
ds_fwd_item_8,Total of the 2 forward sequences 9 digits long
ds_bkwd_trial_1_1,"First backward sequence, length of 2"
ds_bkwd_trial_1_2,"Second backward sequence, length of 2"
ds_bkwd_item_1,Total of the 2 backward sequences 2 digits long
ds_bkwd_trial_2_1,"First backward sequence, length of 3"
ds_bkwd_trial_2_2,"Second backward sequence, length of 3"
ds_bkwd_item_2,Total of the 2 backward sequences 3 digits long
ds_bkwd_trial_3_1,"First backward sequence, length of 4"
ds_bkwd_trial_3_2,"Second backward sequence, length of 4"
ds_bkwd_item_3,Total of the 2 backward sequences 4 digits long
ds_bkwd_trial_4_1,"First backward sequence, length of 5"
ds_bkwd_trial_4_2,"Second backward sequence, length of 5"
ds_bkwd_item_4,Total of the 2 backward sequences 5 digits long
ds_bkwd_trial_5_1,"First backward sequence, length of 6"
ds_bkwd_trial_5_2,"Second backward sequence, length of 6"
ds_bkwd_item_5,Total of the 2 backward sequences 6 digits long
ds_bkwd_trial_6_1,"First backward sequence, length of 7"
ds_bkwd_trial_6_2,"Second backward sequence, length of 7"
ds_bkwd_item_6,Total of the 2 backward sequences 7 digits long
ds_bkwd_trial_7_1,"First backward sequence, length of 8"
ds_bkwd_trial_7_2,"Second backward sequence, length of 8"
ds_bkwd_item_7,Total of the 2 backward sequences 8 digits long
wasi_ii_com_visit_type,"This is a mini IQ test consisting of a verbal and a non-verbal reasoning subtests. Matrices is about completing an increasingly complex visual pattern with the correct option, and vocabulary is about correctly defining increasingly rare words."
wasi_ii_com_date,
wasi_ii_com_instrument,
wasi_ii_com_candidate_age,
wasi_ii_com_vocabulary_raw_score,"Total score in the vocabulary subtest out of 59. The subjects can have either 0, 1(partial) or 2 points per item. "
wasi_ii_com_vocabulary_t_score,"Score adjusted for demographics (mean = 50, SD = 10)"
wasi_ii_com_matrix_reasoning_raw_score,Total score in the matrix subtest out of 30. The subjects can have either 0 or 1 point pet item. 
wasi_ii_com_matrix_reasoning_t_score,"Score adjusted for demographics (mean = 50, SD = 10)"
wasi_ii_com_sum_of_t_scores,Sum of vocabulary and matrix t scores
wasi_ii_com_composite_score,Transformation of the sum of T scores into a scale with a mean of 100 with an SD of 15
wasi_ii_mat_visit_type,Redundant
wasi_ii_mat_date,Redundant
wasi_ii_mat_instrument,Redundant
wasi_ii_mat_candidate_age,Redundant
wasi_ii_mat_raw_score,Redundant
wasi_ii_mat_scaled_score,Redundant
wasi_ii_mat_item_sa,Sample item A (does not count)
wasi_ii_mat_item_15,Option chosen (2 is correct)
wasi_ii_mat_item_sb,Sample item B (does not count)
wasi_ii_mat_item_16,Option chosen (5 is correct)
wasi_ii_mat_item_1,Option chosen (2 is correct)
wasi_ii_mat_item_17,Option chosen (4 is correct)
wasi_ii_mat_item_2,Option chosen (1 is correct)
wasi_ii_mat_item_18,Option chosen (2 is correct)
wasi_ii_mat_item_3,Option chosen (3 is correct)
wasi_ii_mat_item_19,Option chosen (4 is correct)
wasi_ii_mat_item_4,Option chosen (1 is correct)
wasi_ii_mat_item_20,Option chosen (2 is correct)
wasi_ii_mat_item_5,Option chosen (5 is correct)
wasi_ii_mat_item_21,Option chosen (3 is correct)
wasi_ii_mat_item_6,Option chosen (1 is correct)
wasi_ii_mat_item_22,Option chosen (3 is correct)
wasi_ii_mat_item_7,Option chosen (3 is correct)
wasi_ii_mat_item_23,Option chosen (1 is correct)
wasi_ii_mat_item_8,Option chosen (3 is correct)
wasi_ii_mat_item_24,Option chosen (4 is correct)
wasi_ii_mat_item_9,Option chosen (4 is correct)
wasi_ii_mat_item_25,Option chosen (4 is correct)
wasi_ii_mat_item_10,Option chosen (2 is correct)
wasi_ii_mat_item_26,Option chosen (2 is correct)
wasi_ii_mat_item_11,Option chosen (3 is correct)
wasi_ii_mat_item_27,Option chosen (5 is correct)
wasi_ii_mat_item_12,Option chosen (4 is correct)
wasi_ii_mat_item_28,Option chosen (5 is correct)
wasi_ii_mat_item_13,Option chosen (1 is correct)
wasi_ii_mat_item_29,Option chosen (1 is correct)
wasi_ii_mat_item_14,Option chosen (4 is correct)
wasi_ii_mat_item_30,Option chosen (2 is correct)
wasi_ii_voc_visit_type,Redundant
wasi_ii_voc_date,Redundant
wasi_ii_voc_instrument,Redundant
wasi_ii_voc_candidate_age,Redundant
wasi_ii_voc_raw_score,Redundant
wasi_ii_voc_scaled_score,Redundant
wasi_ii_voc_item1,Fish/poisson (1pt)
wasi_ii_voc_item2,Shovel/Pelle (1pt)
wasi_ii_voc_item3,Shell/Coquillage (1pt)
wasi_ii_voc_item4,Shirt/Chemise
wasi_ii_voc_item5,Car/Voiture
wasi_ii_voc_item6,Lamp/Lampe
wasi_ii_voc_item7,Bird/Oiseau
wasi_ii_voc_item8,Tongue/Langue
wasi_ii_voc_item9,Pet/animal de compagnie
wasi_ii_voc_item10,Lunch/Diner
wasi_ii_voc_item11,Bell/Cloche
wasi_ii_voc_item12,Calendar/Calendrier
wasi_ii_voc_item13,Alligator/Aligator
wasi_ii_voc_item14,Dance/Danse
wasi_ii_voc_item15,Summer/Été
wasi_ii_voc_item16,Reveal/Révéler
wasi_ii_voc_item17,Decade/Décennie
wasi_ii_voc_item18,Entertain/Divertir
wasi_ii_voc_item19,Tradition
wasi_ii_voc_item20,Enthusiastic/Enthousiaste
wasi_ii_voc_item21,Improvise/Improviser
wasi_ii_voc_item22,Haste/promptitude
wasi_ii_voc_item23,Trend/Tendance
wasi_ii_voc_item24,Impulse/Impulsion
wasi_ii_voc_item25,Ruminate/Cogiter
wasi_ii_voc_item26,Mollify/apaiser
wasi_ii_voc_item27,Extirpate/Extirper
wasi_ii_voc_item28,Panacea/Panacée
wasi_ii_voc_item29,Perfunctory/Sommaire
wasi_ii_voc_item30,Insipid/Insipide
wasi_ii_voc_item31,Pavid/Pusillanime
